Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
58.0,Male,Married,,Executive,5.0,4209.0,80,3.0,3,0,3.0,3.0,2,19,0.0,5.739415934,48,12,4,1,3,2.0,3,0
43.0,Male,Single,Sales,Analyst,1.0,16248.0,39,10.0,3,6,2.0,5.0,2,64,1.0,9.0,38,14,2,1,2,4.0,2,0
,Male,Married,HR,Manager,2.0,13214.0,20,17.0,5,9,1.0,4.0,4,79,1.0,5.0,52,7,2,3,2,4.0,1,0
37.0,Male,Single,Marketing,Assistant,3.0,19066.0,22,16.0,4,2,1.0,3.0,2,40,0.0,5.716796774,40,6,4,3,3,8.0,1,1
47.0,Female,Single,Marketing,Analyst,5.0,11045.0,49,1.0,10,8,3.0,1.0,3,76,0.0,2.0,57,15,3,2,1,10.0,3,0
51.0,Female,Divorced,IT,Assistant,1.0,6539.0,67,19.0,7,5,1.0,4.0,1,87,1.0,9.0,59,5,4,3,4,,2,0
31.0,Male,Married,IT,Manager,2.0,,33,29.0,3,8,,1.0,4,87,1.0,9.0,34,0,4,3,3,33.0,4,0
29.17098081,Male,Single,Sales,,2.0,,47,27.0,1,3,2.0,1.0,2,98,,8.0,33,2,3,3,2,22.0,2,0
51.0,Female,Married,HR,Executive,3.0,18301.0,22,7.0,14,5,1.0,3.0,2,30,0.0,7.0,36,14,2,2,1,28.0,3,0
45.0,Male,Single,Finance,,2.0,4537.0,52,8.0,13,0,1.0,2.0,3,38,0.0,1.0,51,17,1,4,4,29.0,2,0
44.0,Female,Single,HR,Analyst,3.0,19175.0,46,4.0,12,9,3.0,4.0,3,80,1.0,5.0,42,19,4,3,2,48.0,3,1
30.0,Female,Single,IT,,2.0,3182.0,37,12.0,2,7,2.0,1.0,4,44,,1.0,44,7,2,2,2,37.0,4,0
42.58724008,Male,Married,Sales,Manager,5.0,15219.0,48,2.0,11,9,4.0,4.0,2,48,0.0,9.0,33,4,3,3,1,44.0,4,0
53.0,Male,Single,HR,Analyst,2.0,4533.0,60,7.0,9,7,4.0,1.0,3,62,0.0,6.0,32,9,4,4,4,13.0,3,1
59.0,Male,Single,Marketing,Analyst,2.0,16406.0,46,25.0,11,2,3.0,3.0,4,56,,3.0,54,15,1,1,1,6.0,4,0
42.52873964,,Married,HR,Manager,4.0,3155.0,15,26.0,8,4,2.0,3.0,3,77,,6.0,47,2,4,4,2,29.0,2,1
48.0,Male,Divorced,Marketing,Executive,4.0,,21,6.647571307,7,4,2.0,2.0,4,91,1.0,6.0,34,13,1,3,4,15.0,1,0
50.0,Female,Single,HR,Manager,2.0,17573.0,38,2.0,9,2,4.0,1.0,2,21,1.0,1.0,53,17,1,1,4,,1,0
26.0,Male,Divorced,HR,Analyst,4.0,10977.0,16,25.0,5,5,2.0,2.0,4,7,0.0,9.0,58,18,4,4,4,3.0,4,0
59.0,Female,Divorced,,Analyst,3.0,9156.0,32,7.0,13,8,2.0,1.0,3,0,1.0,4.0,42,1,2,1,4,10.0,4,0
52.0,Male,Divorced,IT,Analyst,4.0,8274.0,97,25.0,3,2,,,1,55,0.0,3.0,30,14,3,3,1,47.0,3,0
40.0,Female,Divorced,Marketing,Manager,2.0,7858.0,70,27.0,13,8,4.0,4.0,4,10,1.0,4.0,49,12,1,2,4,32.0,3,0
21.0,Female,Divorced,Sales,Assistant,1.0,18128.0,46,2.0,2,7,1.0,3.0,1,58,1.0,2.0,48,10,4,1,2,2.0,2,1
37.0,Male,Divorced,Finance,Analyst,1.0,,91,26.0,6,4,,1.0,4,28,1.0,3.0,44,6,1,3,4,17.0,2,1
52.0,Male,Married,,Analyst,2.0,,84,4.0,13,8,1.0,,2,78,0.0,3.0,37,11,4,3,3,22.0,4,0
56.0,Female,Married,IT,Executive,2.0,,24,16.0,2,6,1.0,5.0,3,72,1.0,8.0,44,14,1,1,3,43.0,1,0
53.0,Female,Divorced,,Assistant,1.0,,54,6.0,8,2,3.0,3.0,2,16,,7.0,59,0,2,3,3,43.0,1,0
39.0,Male,Married,Sales,Executive,5.0,,88,10.0,5,9,1.0,5.0,3,26,0.0,1.0,46,2,1,3,2,46.0,1,0
54.0,Female,Married,Marketing,Analyst,4.0,4699.0,48,23.0,11,1,3.0,5.0,1,82,1.0,2.0,34,5,1,2,4,42.0,3,0
,,Divorced,IT,Assistant,5.0,18344.0,98,,2,4,2.0,5.0,3,98,0.0,8.0,51,10,4,3,3,38.0,3,1
,Female,Divorced,IT,Executive,3.0,9174.0,47,3.0,6,2,4.0,2.0,1,66,0.0,2.0,56,0,4,2,3,22.0,3,1
27.15974995,Female,Single,Finance,Manager,1.0,17728.0,89,14.0,6,9,1.0,2.0,3,41,1.0,1.0,37,17,4,3,4,5.0,1,0
49.64175693,,Married,Sales,Executive,1.0,3690.0,71,29.0,14,8,1.0,1.0,1,53,1.0,5.0,31,0,3,2,3,40.0,4,1
29.57178115,Female,Divorced,,Assistant,5.0,18413.0,36,26.0,8,9,4.0,2.0,2,39,0.0,4.0,30,0,2,2,3,27.0,3,0
30.0,Male,Married,IT,Assistant,5.0,,90,11.0,6,9,,1.0,4,86,,3.0,36,12,4,3,2,33.0,2,0
21.0,Male,Married,Finance,Assistant,3.0,,46,21.0,3,9,3.0,5.0,3,62,1.0,9.0,41,10,3,3,1,33.0,3,0
45.0,Male,Single,IT,Executive,2.0,14716.0,97,11.0,8,7,1.0,5.0,2,70,0.0,1.0,43,16,1,4,3,26.0,4,0
55.0,Female,Divorced,,Executive,2.0,3199.0,59,4.0,2,5,2.0,3.0,3,7,1.0,6.0,52,6,1,4,4,22.0,2,0
52.0,Male,Married,HR,Manager,1.0,11967.0,16,5.0,9,8,3.0,1.0,4,68,1.0,4.0,54,6,3,4,2,17.0,1,1
32.0,Female,Divorced,IT,,2.0,19609.0,92,6.0,6,5,3.0,5.0,2,92,,9.0,54,1,4,3,1,27.0,4,0
,Female,Married,Finance,,5.0,11820.0,69,22.0,1,2,4.0,2.0,4,56,0.0,4.0,44,15,3,1,4,2.0,3,0
44.0,Male,Divorced,Sales,Analyst,3.0,13249.0,73,14.0,4,1,2.0,5.0,1,92,,5.417610017,33,12,3,2,3,46.0,2,0
23.67623034,Male,Divorced,Marketing,Executive,1.0,3040.0,47,7.0,1,0,2.0,5.0,2,62,1.0,4.0,37,1,1,2,3,20.0,4,0
38.0,Female,Divorced,Finance,Executive,2.0,15496.0,97,6.0,3,8,2.0,3.0,1,28,0.0,9.0,51,3,2,4,2,37.0,4,1
37.0,Male,Married,HR,Assistant,1.0,,28,,14,5,2.0,5.0,4,34,1.0,9.0,40,17,2,1,1,39.0,1,0
56.0,Male,Single,Marketing,Analyst,1.0,13002.0,82,22.0,10,3,2.0,4.0,2,52,0.0,2.0,55,6,1,1,1,44.0,2,0
49.0,Female,Divorced,IT,Manager,3.0,18719.0,80,16.0,6,4,3.0,,4,22,0.0,1.0,58,9,3,2,1,47.0,4,0
38.14878326,Female,Single,Finance,,5.0,4450.0,88,,3,7,4.0,5.0,4,11,0.0,4.0,49,15,4,1,3,15.0,1,1
42.0,Female,Divorced,Marketing,Assistant,5.0,,73,18.0,5,0,3.0,5.0,2,16,0.0,5.0,53,10,2,1,4,31.0,1,0
35.0,Female,Single,,Assistant,4.0,,29,26.0,8,7,2.0,4.0,1,58,0.0,5.0,54,16,4,1,1,28.0,4,1
20.0,Female,Divorced,IT,Assistant,5.0,,45,7.0,8,6,4.0,2.0,1,78,,7.0,38,4,2,2,1,41.0,3,0
31.0,,Single,Finance,Assistant,2.0,9625.0,43,23.0,13,8,1.0,1.0,3,82,0.0,4.0,53,14,1,3,1,,3,0
43.0,Male,Divorced,HR,Analyst,4.0,10699.0,89,27.0,9,3,1.0,4.0,3,86,1.0,2.0,49,4,4,1,1,39.0,4,0
53.0,Male,Divorced,Marketing,Analyst,4.0,12211.0,87,19.0,12,4,,3.0,3,18,0.0,4.0,35,3,4,2,2,45.0,3,1
27.0,Male,Single,Marketing,Analyst,4.0,14700.0,61,14.0,4,7,3.0,4.0,2,53,0.0,1.0,54,3,4,1,4,46.0,4,0
37.0,Female,,Marketing,Executive,4.0,,71,15.0,14,2,4.0,1.0,3,28,1.0,9.0,44,7,4,2,4,1.0,2,0
24.0,Female,,Finance,Assistant,5.0,10970.0,72,21.0,5,9,4.0,4.0,1,80,1.0,9.0,49,13,1,1,4,7.0,3,0
49.0,Male,Divorced,Finance,Executive,2.0,15721.0,45,10.0,7,0,2.0,2.0,3,4,0.0,5.0,54,10,2,3,1,9.0,3,1
32.0,Male,Married,Finance,Executive,2.0,4827.0,67,25.0,12,9,1.0,2.0,4,98,1.0,9.0,34,5,2,4,3,11.0,2,1
38.72424293,Female,Married,Marketing,Manager,1.0,7111.0,78,3.0,9,5,1.0,5.0,4,37,1.0,1.0,54,11,1,2,3,44.0,3,0
48.0,Male,Married,IT,Executive,2.0,18318.0,96,13.0,6,1,2.0,,3,10,0.0,5.0,30,8,3,3,3,23.0,1,1
22.0,Male,Single,Sales,Assistant,1.0,11811.0,16,19.0,11,8,4.0,4.0,1,21,0.0,6.0,50,18,1,3,2,38.0,4,0
,Male,Married,IT,Executive,2.0,3688.0,74,21.0,11,4,3.0,3.0,4,65,1.0,1.0,46,5,2,2,4,18.0,1,0
31.0,Male,Married,HR,,3.0,15862.0,62,3.0,7,7,4.0,2.0,1,25,1.0,4.0,30,16,3,1,1,16.0,1,0
21.0,,Single,IT,Analyst,4.0,9216.0,62,22.0,3,7,3.0,3.0,3,36,0.0,6.0,50,12,4,1,4,46.0,1,0
30.0,Female,Married,Marketing,,5.0,,75,3.0,8,4,4.0,2.0,1,50,1.0,2.0,40,12,3,1,4,5.0,1,0
47.0,Female,Married,HR,Executive,1.0,5660.0,18,17.0,3,1,,1.0,1,32,1.0,3.0,55,12,4,4,1,46.0,1,0
37.0,Female,Divorced,Sales,Assistant,3.0,,40,23.0,9,5,,4.0,3,55,1.0,6.0,30,4,3,2,4,25.0,4,0
32.6446046,Female,Married,Sales,Executive,2.0,13490.0,98,7.0,14,4,2.0,3.0,3,85,,6.68463149,54,13,1,2,4,5.0,4,1
56.0,Female,Divorced,HR,Analyst,4.0,8662.0,36,2.0,1,2,4.0,5.0,4,60,0.0,8.0,39,18,2,2,4,30.0,4,0
41.57116012,Male,Married,Sales,Assistant,1.0,3954.0,57,5.0,6,9,,3.0,4,6,1.0,9.0,42,16,1,3,1,43.0,1,0
31.0,Male,Married,HR,,1.0,,34,9.0,11,8,2.0,3.0,2,27,1.0,4.0,59,18,3,2,2,25.0,3,0
21.0,Female,Divorced,,Assistant,2.0,,62,29.0,10,6,,3.0,2,4,1.0,9.40598957,38,13,4,4,4,,1,0
56.0,Female,Divorced,HR,Analyst,1.0,10412.0,75,3.0,7,8,3.0,5.0,4,57,0.0,3.216674988,30,12,4,4,3,19.0,2,0
26.0,Female,Single,Finance,Analyst,2.0,15562.0,37,8.0,3,9,2.0,,1,32,1.0,6.0,52,8,2,4,2,32.0,2,0
45.0,Female,Divorced,Marketing,Analyst,2.0,15826.0,75,,6,3,1.0,4.0,2,65,1.0,9.420448725,39,3,3,3,2,12.0,2,0
45.0,Male,Single,Marketing,Assistant,4.0,12465.0,94,,11,2,1.0,3.0,1,68,1.0,2.0,35,15,3,1,1,7.0,4,0
43.0,Male,Married,Sales,,1.0,9886.0,77,18.0,13,1,2.0,2.0,1,86,1.0,3.0,31,11,1,3,2,36.0,3,0
31.0,Female,Divorced,HR,Executive,5.0,3012.0,33,15.0,14,4,1.0,3.0,3,86,1.0,3.0,35,16,4,1,3,6.0,4,0
42.0,Female,Married,Marketing,Executive,4.0,3697.0,90,25.0,14,5,4.0,5.0,1,98,0.0,3.84073796,30,6,4,1,1,17.0,1,0
59.0,Female,Married,Marketing,Assistant,4.0,5066.0,27,11.0,3,1,3.0,1.0,2,67,1.0,2.0,53,5,4,4,1,14.0,4,0
28.0,Male,Married,Marketing,Manager,2.0,,16,5.0,9,8,4.0,5.0,2,5,1.0,7.0,43,7,3,4,1,2.0,1,0
51.0,Female,Married,,Analyst,5.0,9914.0,65,25.0,6,4,2.0,5.0,1,43,,9.0,50,11,1,2,1,12.0,3,0
34.0,Female,Divorced,Marketing,Executive,1.0,7674.0,89,16.60482622,11,1,4.0,3.0,2,69,0.0,5.0,36,10,3,3,3,11.0,3,0
56.0,Male,Married,IT,,5.0,5073.0,15,24.0,8,3,3.0,1.0,3,91,0.0,4.0,39,5,3,1,2,48.0,3,0
32.0,Female,Married,,Executive,4.0,6813.0,55,19.24331615,4,5,1.0,5.0,2,76,1.0,4.0,39,13,1,2,1,33.0,2,0
24.0,Male,Divorced,HR,Executive,4.0,4050.0,24,4.0,8,3,,2.0,3,70,1.0,1.0,47,13,2,4,1,2.0,1,0
30.0,Female,Single,IT,Manager,2.0,5152.0,17,28.0,5,4,3.0,1.0,4,37,0.0,9.0,36,9,1,3,4,24.0,4,0
29.0,Female,Divorced,Sales,Assistant,1.0,10689.0,22,22.0,8,3,4.0,5.0,1,95,,9.0,38,14,1,2,4,16.0,3,0
32.0,Male,Single,Sales,Analyst,4.0,14023.0,94,11.0,13,3,2.0,3.0,4,62,0.0,1.0,35,0,4,4,1,3.0,4,0
34.0,Female,Married,Finance,,1.0,18638.0,50,26.0,13,2,2.0,2.0,4,85,1.0,3.551187589,33,6,2,4,4,40.0,2,0
26.0,Male,Divorced,,Executive,5.0,16323.0,54,12.0,2,8,1.0,1.0,2,98,1.0,6.0,47,10,1,4,4,40.0,1,0
59.0,Male,Married,,Assistant,2.0,,53,5.0,14,2,,2.0,4,39,0.0,1.0,55,10,4,3,2,45.0,4,1
51.0,Female,Single,Marketing,Assistant,4.0,3173.0,61,10.0,3,7,4.0,5.0,1,18,0.0,3.0,30,7,2,1,2,5.0,1,0
54.0,Female,Divorced,Marketing,Executive,4.0,,74,19.0,10,4,4.0,3.0,1,23,1.0,3.0,35,3,2,4,2,43.0,3,1
34.0,Male,Married,,Executive,1.0,10254.0,22,,4,6,3.0,4.0,1,96,0.0,1.0,42,16,3,4,4,,1,0
55.50904376,,Divorced,HR,Manager,4.0,10510.0,88,5.0,1,5,1.0,3.0,4,0,,2.0,56,0,2,2,4,16.0,3,1
40.0,Female,Married,HR,Analyst,1.0,19832.0,51,25.0,5,0,2.0,5.0,4,52,0.0,8.0,59,2,4,1,1,25.0,3,0
25.0,Female,Divorced,Marketing,Manager,3.0,17389.0,77,4.0,3,1,4.0,4.0,3,83,,8.0,50,3,1,1,3,25.0,1,0
23.0,,Divorced,,Executive,5.0,14961.0,17,4.0,2,4,2.0,4.0,1,46,1.0,1.0,33,12,2,1,4,46.0,2,1
30.0,Female,Divorced,Sales,Assistant,5.0,19816.0,53,26.0,14,9,4.0,1.0,4,42,0.0,1.238321993,37,18,4,3,4,18.0,1,0
56.7763354,Female,Divorced,Finance,Manager,3.0,4859.0,95,3.0,11,7,4.0,3.0,4,37,0.0,4.0,38,5,1,2,3,9.0,1,0
42.0,Female,Single,Sales,Manager,4.0,6919.0,24,29.0,14,7,4.0,2.0,3,31,0.0,7.0,57,2,4,4,1,38.0,3,0
,Female,Married,Sales,Assistant,2.0,13866.0,99,4.0,13,1,,2.0,2,68,1.0,5.0,42,13,1,4,2,21.0,2,0
40.0,,Divorced,Marketing,Manager,2.0,9390.0,43,8.301072903,1,5,4.0,1.0,2,39,1.0,7.0,43,0,3,2,3,,1,1
46.0,Male,Divorced,IT,Executive,5.0,3548.0,43,,2,6,3.0,5.0,1,40,1.0,6.0,38,6,1,1,4,48.0,3,0
58.0,Female,Divorced,,Assistant,4.0,,34,28.0,3,6,3.0,2.0,2,1,1.0,5.659449154,33,15,4,2,3,30.0,3,0
59.0,Male,Single,Marketing,Analyst,2.0,14952.0,93,,10,2,2.0,2.0,4,42,,4.0,57,5,2,3,4,8.0,3,0
32.0,Female,Married,IT,Manager,1.0,6170.0,80,22.0,5,8,4.0,5.0,1,2,1.0,5.0,45,8,3,4,2,28.0,3,0
42.0,Male,,Marketing,Analyst,4.0,12839.0,26,8.511309344,6,6,2.0,,4,77,0.0,4.0,41,11,2,3,4,17.0,2,1
49.0,Male,,Sales,Manager,3.0,6401.0,53,10.0,13,8,1.0,4.0,2,70,0.0,2.0,49,14,3,3,1,21.0,2,1
23.0,Female,Married,Marketing,Assistant,1.0,9466.0,53,5.601349543,4,5,1.0,4.0,1,96,1.0,9.871656201,51,2,1,2,4,18.0,3,0
59.0,,Divorced,IT,Manager,1.0,18293.0,59,5.0,4,5,4.0,1.0,3,35,1.0,5.0,46,17,4,3,3,10.0,3,0
35.0,Female,Divorced,Sales,Manager,4.0,9172.0,99,24.0,13,6,2.0,3.0,1,14,1.0,3.0,39,12,2,2,2,6.0,1,0
50.0,Male,Divorced,IT,Manager,3.0,,55,15.0,2,1,1.0,4.0,2,81,0.0,5.0,47,19,2,4,2,44.0,1,0
44.0,Female,Single,IT,Assistant,1.0,,94,20.0,3,1,4.0,2.0,3,96,0.0,9.0,40,10,1,1,4,37.0,2,0
31.0,Female,Single,Sales,Assistant,3.0,12531.0,57,29.0,3,3,4.0,3.0,4,71,0.0,2.0,53,2,4,4,4,23.0,3,0
45.0,Female,Married,,Executive,5.0,14776.0,76,3.0,2,1,1.0,5.0,1,14,1.0,8.0,34,3,1,1,3,18.0,3,0
56.0,Female,Single,HR,Executive,1.0,,17,26.0,1,6,3.0,1.0,3,94,,1.0,58,14,3,2,3,45.0,1,0
52.0,Male,Single,,,2.0,13937.0,23,2.878755664,2,9,3.0,4.0,3,27,0.0,7.0,55,17,3,4,2,14.0,2,1
47.0,,Married,Sales,Assistant,5.0,4760.0,58,15.37413702,5,8,3.0,1.0,3,51,1.0,7.0,54,5,3,4,1,32.0,2,0
,Female,Single,Sales,,5.0,13421.0,48,13.0,8,1,3.0,,2,69,1.0,7.0,34,7,1,2,2,20.0,2,0
31.72283063,Male,Married,HR,Executive,1.0,17465.0,33,28.0,5,0,2.0,4.0,2,43,0.0,7.0,56,5,1,2,2,37.0,4,0
24.0,Male,Divorced,,Executive,2.0,,32,24.0,12,0,2.0,1.0,2,35,1.0,3.0,40,2,4,4,1,5.0,1,0
54.0,Male,Married,HR,Executive,2.0,,55,14.0,7,2,4.0,2.0,2,8,1.0,2.0,42,9,3,3,3,35.0,2,1
24.0,Male,Married,,Assistant,5.0,7480.0,63,12.0,4,0,3.0,5.0,3,54,1.0,9.0,51,15,4,1,2,22.0,1,0
53.0,Female,Divorced,Sales,Executive,1.0,16866.0,66,15.0,7,7,4.0,3.0,3,38,0.0,3.0,30,11,4,4,1,8.0,4,0
32.0,Female,Divorced,Sales,Analyst,2.0,6536.0,57,28.0,3,2,2.0,5.0,2,67,0.0,4.0,36,17,1,4,3,11.0,4,0
58.0,Female,Married,Sales,,5.0,19142.0,24,22.0,10,8,4.0,2.0,1,57,0.0,3.0,30,10,2,4,4,1.0,3,0
33.0,Female,Married,Sales,,3.0,19941.0,99,29.0,1,3,4.0,1.0,4,38,1.0,5.0,54,2,3,2,3,32.0,3,0
30.0,Male,Married,HR,Analyst,2.0,16830.0,52,25.0,8,8,3.0,1.0,4,56,1.0,5.0,47,17,3,2,4,26.0,3,0
57.0,Male,Married,HR,Manager,2.0,16993.0,52,13.0,6,4,1.0,2.0,1,80,0.0,1.0,34,0,3,4,4,32.0,2,0
23.0,Male,Married,Finance,Assistant,4.0,10430.0,61,3.0,3,8,2.0,,4,80,0.0,7.261663223,46,1,4,3,3,32.0,4,1
,Male,Married,Sales,Analyst,5.0,12559.0,21,15.0,9,7,3.0,5.0,4,18,0.0,8.0,53,1,2,2,4,34.0,4,1
26.0,Female,Married,Marketing,Manager,4.0,4810.0,26,,1,1,1.0,3.0,4,15,1.0,7.0,41,4,1,4,4,37.0,1,0
27.0,Female,Single,Finance,Analyst,5.0,17169.0,66,28.0,8,4,3.0,3.0,2,84,,1.0,43,6,3,1,3,13.0,1,0
56.0,Female,Divorced,HR,,5.0,17351.0,47,18.0,9,0,1.0,3.0,2,95,1.0,6.0,57,17,1,1,4,15.0,2,1
29.0,Male,Single,Sales,Manager,4.0,15349.0,38,6.0,10,0,3.0,1.0,3,26,0.0,2.0,32,14,3,4,4,38.0,3,1
34.0,Female,,HR,Manager,3.0,19624.0,62,15.0,1,2,3.0,1.0,3,20,1.0,1.527976602,57,6,4,1,2,,2,0
57.0,Female,Married,IT,Executive,3.0,16636.0,45,29.0,9,0,1.0,2.0,2,76,0.0,8.0,48,13,4,3,4,16.0,4,0
34.0,Female,Single,HR,Analyst,5.0,,96,25.0,5,5,3.0,4.0,2,16,0.0,4.0,39,19,3,1,3,36.0,4,1
24.0,Male,Married,HR,Manager,4.0,,37,12.40992446,5,5,1.0,5.0,4,21,1.0,3.0,31,0,4,2,4,2.0,4,0
48.0,Female,Single,Finance,Executive,2.0,16960.0,85,2.0,11,4,,3.0,1,36,0.0,1.0,51,10,1,2,1,15.0,4,0
38.0,Female,Single,IT,Manager,5.0,5574.0,86,5.0,5,8,,2.0,4,19,0.0,9.0,51,18,4,2,2,43.0,2,0
29.18010747,Male,Married,Marketing,Executive,5.0,,29,26.0,11,3,1.0,4.0,1,63,1.0,8.0,57,7,2,1,1,4.0,2,1
31.0,,Single,Marketing,Executive,1.0,9901.0,52,17.0,1,2,3.0,1.0,3,48,0.0,8.0,34,13,3,3,4,13.0,2,0
23.76958134,Male,Single,Marketing,Manager,3.0,3334.0,42,13.0,5,2,,3.0,1,20,1.0,8.0,30,5,2,1,4,39.0,2,0
50.0,Female,Divorced,Sales,Manager,4.0,16186.0,35,28.0,12,0,1.0,5.0,3,44,1.0,5.0,46,3,2,2,3,16.0,4,0
37.0,Male,Married,Marketing,Analyst,2.0,16864.0,41,13.0,14,3,2.0,3.0,4,10,1.0,5.0,50,3,3,4,1,42.0,1,0
35.0,Male,Married,Sales,Analyst,2.0,,61,4.0,14,6,4.0,3.0,1,17,,8.444348251,56,8,3,4,1,49.0,2,0
59.0,Male,Single,HR,Executive,5.0,4730.0,70,16.88447183,10,7,1.0,5.0,2,3,1.0,6.0,32,0,4,2,2,9.0,3,0
55.0,,Married,Marketing,Manager,2.0,8255.0,28,8.841187849,13,5,1.0,2.0,4,99,0.0,8.0,53,0,4,1,3,35.0,2,0
44.0,Female,Divorced,Finance,Analyst,2.0,6853.0,35,,10,6,4.0,5.0,1,39,1.0,2.0,56,3,2,4,3,48.0,4,0
42.0,Male,,IT,Executive,5.0,3802.0,28,20.0,6,4,3.0,5.0,3,49,0.0,2.0,54,9,2,2,2,26.0,4,0
31.0,Male,Married,IT,Analyst,3.0,3911.0,84,,5,7,2.0,1.0,4,58,0.0,6.0,52,14,2,1,4,27.0,2,0
53.0,Male,Married,HR,Executive,1.0,,90,25.0,6,9,1.0,2.0,1,1,1.0,4.488241707,53,4,4,3,1,39.0,3,1
55.0,Male,Divorced,IT,Analyst,3.0,10021.0,42,21.0,13,2,3.0,2.0,3,68,,2.0,49,8,2,3,4,,4,0
56.0,Male,Married,IT,Manager,3.0,,51,3.0,12,7,3.0,4.0,3,50,0.0,7.0,58,2,1,1,3,10.0,2,1
22.0,Male,Single,HR,Assistant,1.0,17147.0,81,11.0,9,9,1.0,4.0,3,97,0.0,3.0,52,4,3,2,2,21.0,1,0
28.0,Male,Married,HR,,5.0,15706.0,47,11.7734344,7,6,2.0,1.0,3,99,,9.0,31,3,4,1,3,27.0,4,0
37.50761805,Male,Single,HR,Executive,3.0,15072.0,26,10.0,11,8,,1.0,2,70,0.0,6.0,31,6,1,4,3,16.0,3,1
53.0,Male,Married,HR,Assistant,4.0,17140.0,89,23.0,5,9,3.0,4.0,4,93,0.0,3.0,52,14,1,4,2,25.0,1,1
,Male,Divorced,HR,Executive,1.0,6659.0,65,11.0,10,9,1.0,2.0,1,76,0.0,8.0,54,13,4,1,3,13.0,3,1
23.0,Male,Married,HR,,4.0,,49,17.0,9,1,1.0,4.0,1,96,1.0,8.0,59,1,4,2,1,42.0,3,0
48.0,Female,Single,Marketing,Analyst,5.0,16268.0,26,25.0,5,4,2.0,5.0,2,92,0.0,9.0,30,6,3,1,3,36.0,2,0
34.0,Male,Married,,Analyst,2.0,,33,7.0,5,8,2.0,3.0,1,74,,4.0,45,14,4,2,4,30.0,3,0
47.0,Female,Divorced,Finance,Analyst,5.0,13850.0,73,,11,6,2.0,5.0,2,75,,5.0,42,11,4,2,2,6.0,2,0
35.0,Female,Single,Finance,,1.0,14586.0,27,,6,2,1.0,4.0,3,28,1.0,7.0,59,5,3,2,2,39.0,1,0
31.0,Female,,IT,Analyst,2.0,18290.0,33,20.0,8,1,1.0,3.0,4,54,0.0,9.0,50,14,2,2,4,33.0,2,0
24.0,Male,Divorced,,Assistant,4.0,18993.0,50,15.0,1,7,3.0,1.0,4,90,,8.0,58,7,1,4,1,6.0,4,0
53.0,Female,Divorced,Finance,Assistant,3.0,3015.0,18,7.0,9,7,2.0,4.0,4,26,0.0,7.0,50,8,4,3,3,5.0,3,0
20.0,Male,,Finance,Analyst,4.0,7374.0,27,4.0,8,0,3.0,4.0,3,12,1.0,3.117361097,44,10,4,3,4,42.0,4,0
,Female,Divorced,IT,Manager,5.0,9513.0,98,23.0,14,1,3.0,1.0,2,19,1.0,3.0,50,5,1,1,4,29.0,3,0
51.19593085,Male,Single,HR,Analyst,5.0,,20,,7,4,2.0,4.0,2,67,1.0,4.0,48,15,4,4,3,18.0,2,0
36.0,Female,Single,IT,Manager,3.0,17467.0,90,28.0,1,6,1.0,1.0,2,16,0.0,7.0,33,14,1,2,3,14.0,3,1
46.0,Female,Divorced,Sales,Analyst,3.0,,94,3.0,7,4,4.0,1.0,1,39,1.0,9.0,40,11,4,2,4,10.0,3,0
43.0,Male,Divorced,IT,Manager,2.0,,95,29.0,9,8,1.0,2.0,1,54,0.0,5.0,39,0,4,1,2,42.0,4,0
54.0,Female,Divorced,IT,Assistant,2.0,4307.0,22,20.0,3,0,,4.0,3,13,0.0,6.0,47,13,2,2,4,16.0,4,0
58.0,Male,Single,HR,Analyst,5.0,12850.0,47,28.0,12,4,1.0,2.0,3,13,1.0,5.0,40,3,3,1,2,47.0,4,0
45.0,Male,Divorced,Finance,,1.0,,66,10.0,8,2,2.0,,2,92,,6.0,36,13,2,1,3,43.0,2,0
57.0,Male,Married,Marketing,Manager,5.0,10106.0,90,29.0,14,9,2.0,3.0,4,90,0.0,1.0,59,4,4,3,1,8.0,3,1
42.0,Female,Married,IT,Executive,3.0,8913.0,97,3.0,14,5,2.0,1.0,1,87,1.0,6.0,57,11,4,1,4,8.0,4,0
41.0,Male,Divorced,HR,Analyst,3.0,7774.0,27,26.0,3,0,1.0,2.0,2,99,1.0,8.0,42,12,1,2,4,19.0,1,1
23.0,Male,Married,Sales,Executive,5.0,15812.0,24,26.0,12,1,2.0,4.0,2,2,1.0,5.0,58,19,1,1,3,48.0,4,1
28.0,Male,Single,Finance,Executive,3.0,9214.0,48,,3,8,3.0,3.0,3,4,0.0,1.0,32,7,4,3,3,39.0,4,0
,Male,,IT,Executive,2.0,,41,20.0,7,8,4.0,2.0,1,52,1.0,5.0,47,11,4,3,3,38.0,4,0
26.0,Female,Divorced,Sales,Executive,3.0,6642.0,72,19.0,6,1,3.0,1.0,3,76,1.0,2.0,32,10,1,2,4,23.0,2,0
42.27504715,Female,Married,IT,Assistant,2.0,19463.0,81,21.0,14,3,1.0,5.0,2,53,1.0,1.0,30,12,1,2,3,42.0,2,1
